Date,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2018-01-14,95246.38,2897.41,76570.67,44,15734.3,10012.8,5721.5,0,conventional,2018,Albany
2018-02-18,237767.01,52314.98,78322.91,1685,105444.12,85472.15,18198.64,1773.33,conventional,2018,RichmondNorfolk
2018-02-11,15986.17,1924.28,1368.32,0,12693.57,12437.35,256.22,0,organic,2018,WestTexNewMexico
2018-03-25,31489.27,5372.35,1047.92,0,25069,23054.17,2014.83,0,organic,2018,DallasFtWorth
2018-01-07,402919.29,201490.47,64214.46,3089.49,134124.87,104998.57,26809.64,2316.66,conventional,2018,SouthCarolina
2018-03-18,216897.74,62775.9,15964.09,2293.97,135863.78,95448.1,39893.13,522.55,conventional,2018,Columbus
2018-03-25,23169.17,371.93,239.04,9.87,22548.33,22545,3.33,0,organic,2018,HarrisburgScranton
2018-01-21,322272.97,72502.51,112843.42,1772.99,135154.05,112298.65,22855.4,0,conventional,2018,RichmondNorfolk
2018-03-18,828837.57,575923.2,70118.84,2101.12,180694.41,102331.92,78219.16,143.33,conventional,2018,MiamiFtLauderdale
2018-03-25,22596.13,9.44,257.67,0,22329.02,22329.02,0,0,organic,2018,NorthernNewEngland
2018-01-14,3437563.27,778207.19,1040627.93,294793.29,1323934.86,1117531.11,183163.55,23240.2,conventional,2018,GreatLakes
2018-02-04,847261.25,22674.34,754096.71,2247.4,68242.8,34218.15,33787.99,236.66,conventional,2018,NorthernNewEngland
2018-02-18,79223.81,21659.59,22242.85,495.67,34825.7,24328.12,10453.84,43.74,conventional,2018,Spokane
2018-03-11,82487.75,20810.25,22874.92,509.82,38292.76,25921.98,12329.14,41.64,conventional,2018,Spokane
2018-02-04,7516415.07,4492704.7,625805.92,17920.43,2379984.02,1405622.59,963895.82,10465.61,conventional,2018,Southeast
2018-03-25,330371.24,87782.44,137599.47,131.89,104857.44,95210.59,7089.08,2557.77,conventional,2018,HarrisburgScranton
2018-03-04,3554252.13,823140.05,1320402.53,27046.92,1383662.63,1172483.78,200264.2,10914.65,conventional,2018,Midsouth
2018-02-25,3920643.53,663042.81,1184034.99,408305.47,1665260.26,1129063.14,433394.02,102803.1,conventional,2018,GreatLakes
2018-01-28,35988,954.77,11558.54,32,23442.69,1487.79,21867.48,87.42,organic,2018,Seattle
2018-01-07,3437632.8,998436.07,1224229.25,24958.08,1190009.4,1033913.96,152674.33,3421.11,conventional,2018,Midsouth
2018-02-25,10360.85,43.33,2258.33,0,8059.19,3862.2,4196.99,0,organic,2018,Nashville
2018-01-07,345809.34,78921.42,113033.07,7515.77,146339.08,60836.42,85049.33,453.33,conventional,2018,LasVegas
2018-02-25,104278.89,10368.77,59723.32,48,34138.8,30126.31,3702.49,310,conventional,2018,Albany
2018-01-28,6393.58,30.09,128.49,0,6235,5670.94,564.06,0,organic,2018,Syracuse
2018-03-04,15008.91,119.79,6357.72,154.02,8377.38,8147.84,229.54,0,organic,2018,RaleighGreensboro
2018-02-25,1224254.4,621383.55,216588.22,13517.52,372765.11,218471,148190.88,6103.23,conventional,2018,PhoenixTucson
2018-02-11,130566.55,37508.86,30307.97,307.16,62442.56,42692.52,19050.04,700,conventional,2018,Louisville
2018-01-21,1301932.95,259497.05,919666.37,2578.69,120190.84,117863.67,80.08,2247.09,conventional,2018,SanFrancisco
2018-01-28,50288.63,0,383.92,0,49904.71,49904.71,0,0,organic,2018,NorthernNewEngland
2018-01-21,2208596.12,1051836.46,479599.9,7659.28,669500.48,562989.08,106461.22,50.18,conventional,2018,Plains
2018-02-04,7422.15,587.11,1186.62,0,5648.42,5453.09,195.33,0,organic,2018,Columbus
2018-02-18,9811.36,680.18,4321.38,0,4809.8,4698.48,111.32,0,organic,2018,CincinnatiDayton
2018-02-11,16655.03,606.28,2464.24,0,13547.38,12740.25,807.13,0,organic,2018,Detroit
2018-03-18,643491.07,159346.7,256098.92,13404.8,214640.65,201973.65,9993.67,2673.33,conventional,2018,SanDiego
2018-03-04,11882.61,31.41,6586.88,268.25,4996.07,4621.84,374.23,0,organic,2018,Charlotte
2018-02-11,8377.74,280.47,939.13,0,7105.49,5468.35,1637.14,0,organic,2018,Indianapolis
2018-02-04,678235.27,304189.26,97949.8,4065.74,272030.47,200563.64,68207.94,3258.89,conventional,2018,SouthCarolina
2018-03-04,17082,597.4,5315.48,0,11169.12,9691.97,1477.15,0,organic,2018,Atlanta
2018-02-11,1870874.72,801390.67,156458.96,4407.32,908617.77,747968.17,160355.16,294.44,conventional,2018,Houston
2018-01-21,71760.69,5732.09,13124.59,157.72,52746.29,52130.98,615.31,0,organic,2018,NewYork
2018-02-04,5070580.56,2532500.54,965716.73,93806.56,1478556.73,1414064.63,21441.6,43050.5,conventional,2018,LosAngeles
2018-03-04,133768.12,20987.96,52637.04,92.18,60050.94,59997.6,53.34,0,organic,2018,NewYork
2018-03-18,13856.99,991.86,30.88,0,12834.25,12827.59,6.66,0,organic,2018,Pittsburgh
2018-02-25,10092.35,230.59,806.41,0,9055.35,8597.78,457.57,0,organic,2018,Orlando
2018-03-04,120612.82,35950.34,14351.56,954.03,69356.89,43202.37,26151.19,3.33,conventional,2018,Pittsburgh
2018-03-25,126662.1,31512.47,24342.6,306.07,70500.96,49898.62,19277.55,1324.79,conventional,2018,Louisville
2018-01-14,30339.71,2315.82,3563.73,8.4,24451.76,24402.26,49.5,0,organic,2018,Philadelphia
2018-03-04,14173.27,397.48,3653.91,119.44,10002.44,9479.36,523.08,0,organic,2018,RichmondNorfolk
2018-02-04,11900.41,384.29,4042.55,0,7473.57,5731.98,1741.59,0,organic,2018,Atlanta
2018-03-11,316463.18,177320.17,22478.1,2158,114506.91,93807.58,20352.66,346.67,conventional,2018,NewOrleansMobile
2018-03-04,7617.52,531.55,1246.43,0,5839.54,5689.68,149.86,0,organic,2018,Columbus
2018-01-28,8672.12,1005.73,2110.22,0,5556.17,5538.46,17.71,0,organic,2018,LasVegas
2018-03-18,6622.76,695.79,129.78,0,5797.19,5755.56,41.63,0,organic,2018,NewOrleansMobile
2018-02-04,365637.29,206007.07,24133.66,480.95,135015.61,79274.34,55614.6,126.67,conventional,2018,Jacksonville
2018-02-11,4104031.93,998859.86,1221482.58,336456.51,1547232.98,1080233.43,398603.44,68396.11,conventional,2018,GreatLakes
2018-01-14,1354912.98,628591.78,284087.44,15249.83,426983.93,200603.91,221593.36,4786.66,conventional,2018,PhoenixTucson
2018-03-04,259060.74,67459.59,80515.46,6005.97,105079.72,97703.43,7376.29,0,conventional,2018,Charlotte
2018-02-18,33678.58,259.18,24314.04,0,9105.36,9095.36,10,0,organic,2018,Chicago
2018-03-18,71732.63,8952.71,33509.12,83,29187.8,9185.93,20001.87,0,conventional,2018,Syracuse
2018-01-07,9885.05,205.23,1460.83,0,8204.03,5889.7,2314.33,0,organic,2018,Indianapolis
2018-03-11,144648.75,15823.35,110950.68,70,17804.72,14480.52,3033.09,291.11,conventional,2018,Albany
2018-02-25,15097.8,736.69,4538.31,0,9822.8,2275.92,7546.88,0,organic,2018,CincinnatiDayton
2018-03-18,10422.05,20.41,2115.89,0,8285.75,4797.98,3487.77,0,organic,2018,Nashville
2018-03-11,8092.62,1127.67,2916.23,0,4048.72,4022.23,26.49,0,organic,2018,StLouis
2018-03-11,34357.21,6067.15,810.89,0,27479.17,25669.77,1809.4,0,organic,2018,DallasFtWorth
2018-02-11,4815.48,69.81,56.64,0,4689.03,1972.88,2716.15,0,organic,2018,Syracuse
2018-03-18,30564.4,7515.02,138.75,0,22910.63,22467.29,443.34,0,organic,2018,Houston
2018-03-11,765746.37,50349.63,662866.85,1245.98,51283.91,27070.31,23244.71,968.89,conventional,2018,NorthernNewEngland
2018-01-21,7935.53,219.52,1633.41,0,6082.6,3524.73,2557.87,0,organic,2018,Roanoke
2018-03-04,785188.72,20384.08,645988.55,1884.67,116931.42,88147.57,27442.74,1341.11,conventional,2018,Boston
2018-01-14,106624.63,15769.61,39738.42,0,51116.6,51104.4,12.2,0,organic,2018,LosAngeles
2018-02-25,647233.53,420401.52,51048.05,1505.14,174278.82,120093.14,54105.68,80,conventional,2018,MiamiFtLauderdale
2018-01-28,319174.35,23903.56,45738.71,143.8,249388.28,242631.48,6756.8,0,organic,2018,Northeast
2018-01-14,13651.18,221.76,1861.23,0,11544.01,8183.14,3360.87,0,organic,2018,Indianapolis
2018-02-25,18414.33,330.05,369.57,5.01,17709.7,17706.37,3.33,0,organic,2018,HarrisburgScranton
2018-01-28,314915.09,198062.3,21726.15,2409.57,92717.07,81430.82,10352.92,933.33,conventional,2018,NewOrleansMobile
2018-03-11,1356159.96,688566.31,213463.41,5709.3,448420.94,329344.14,100310.59,18766.21,conventional,2018,DallasFtWorth
2018-01-07,7074.23,79.68,649.38,0,6345.17,6335.56,9.61,0,organic,2018,Orlando
2018-01-14,419376.62,11067.05,322712.21,2011.52,83585.84,29827.25,53758.59,0,conventional,2018,NorthernNewEngland
2018-01-21,364155.28,78984.26,100813.61,6256.28,178101.13,69513.95,108140.51,446.67,conventional,2018,LasVegas
2018-03-18,1299190.92,626645.87,243424.78,14272.43,414847.84,204096.69,205346.71,5404.44,conventional,2018,PhoenixTucson
2018-02-04,1998260.47,1029017.42,511201.78,13917.11,444124.16,236056.82,202720.67,5346.67,conventional,2018,PhoenixTucson
2018-01-21,119167.18,9137.72,48370.29,699.18,60959.99,34517.5,26442.49,0,conventional,2018,Louisville
2018-03-25,9608.95,1902.19,3572.34,0,4134.42,4124.42,10,0,organic,2018,Sacramento
2018-02-18,40425.93,1033.98,12852.51,33.58,26505.86,11523.9,14950.62,31.34,organic,2018,Seattle
2018-02-18,11165.57,429.96,4037.32,0,6698.29,5920.95,777.34,0,organic,2018,Atlanta
2018-02-18,4082887.98,2267185.54,315802.19,16241.89,1483658.36,996473.57,475690.59,11494.2,conventional,2018,Southeast
2018-03-11,31590.9,7032.9,640.35,52.08,23865.57,23032.03,833.54,0,organic,2018,Denver
2018-02-04,725934.21,21309.4,566751.03,3293.87,134579.91,98025.22,36068.02,486.67,conventional,2018,Boston
2018-01-07,6511.97,2187.59,2577.71,0,1746.67,1746.67,0,0,organic,2018,Sacramento
2018-01-14,6514441.7,3135720.11,1470455.24,34008.03,1874258.32,1368263.33,505121.44,873.55,conventional,2018,SouthCentral
2018-02-11,1056054.41,234995.54,251174.58,13754.34,556129.95,86599.13,469530.82,0,conventional,2018,Denver
2018-03-25,36999.72,8247.81,67.33,0,28684.58,28094.58,590,0,organic,2018,Houston
2018-01-14,121812.81,12826.43,44061.69,168.9,64755.79,32059.16,32693.81,2.82,conventional,2018,Louisville
2018-01-07,1025312.59,470698.28,222151.2,14761.13,317701.98,178186.6,134615.38,4900,conventional,2018,PhoenixTucson
2018-01-14,709903.13,109322.06,214002.35,1034.16,385544.56,136005.01,248487.47,1052.08,conventional,2018,Seattle
2018-01-14,439652.12,160896.99,136499.29,21680.72,120575.12,113513.51,4689.39,2372.22,conventional,2018,SanDiego
2018-03-04,11529.02,1575.2,2190.42,0,7763.4,7763.4,0,0,organic,2018,LasVegas
2018-01-14,617912.41,416705.54,53783.64,2713.93,144709.3,81480.75,63228.55,0,conventional,2018,MiamiFtLauderdale
2018-03-04,2092354.75,888108.56,501748.08,8144.54,694353.57,627934.12,53944.75,12474.7,conventional,2018,Plains
2018-03-04,207531.29,61462.7,17792.45,2208.68,126067.46,103725.06,21557.69,784.71,conventional,2018,Columbus
2018-01-14,10864.95,318.7,133.26,0,10412.99,3248.18,7164.81,0,organic,2018,BuffaloRochester
2018-02-04,93204.08,9300.64,21428.22,814.47,61660.75,61516.19,144.56,0,organic,2018,NewYork
2018-01-14,194619.31,77236.77,24462.37,3266.68,89653.49,75499.35,14125.61,28.53,conventional,2018,Columbus
2018-01-07,87517.23,20189.33,24193.04,0,43134.86,43077.03,57.83,0,organic,2018,LosAngeles
2018-02-25,277107.48,75032.02,85267.7,1914.32,114893.44,98624.54,15568.9,700,conventional,2018,RichmondNorfolk
2018-02-11,2174.66,6,883.15,0,1285.51,1027.05,258.46,0,organic,2018,Louisville
2018-02-11,9744.88,169.08,138.02,0,9437.78,2907.29,6530.49,0,organic,2018,BuffaloRochester
2018-01-14,36228.45,1147.33,18370.39,9.23,16701.5,1630.19,15063.98,7.33,organic,2018,Seattle
2018-01-21,26704.98,60.87,2647.48,0,23996.63,21985.03,2011.6,0,organic,2018,Boston
2018-02-04,862337.1,262795.28,518775.3,1051.29,79715.23,71669.96,1595.61,6449.66,conventional,2018,Sacramento
2018-03-04,1672899.36,962967.9,268082.25,12934.88,428914.33,266658.69,156802.31,5453.33,conventional,2018,PhoenixTucson
2018-02-25,47421.15,1626.3,7913.27,49.45,37832.13,37822.13,10,0,organic,2018,BaltimoreWashington
2018-02-18,736317.26,67207.4,403149.52,131732.99,134227.35,98803.7,35146.84,276.81,conventional,2018,Chicago
2018-03-18,6802084.11,2161037.82,2305253.24,94087.86,2241705.19,2116307.93,38597.17,86800.09,conventional,2018,California
2018-03-18,175969.31,3261.54,64300.91,35087.55,73319.31,55491.01,6112.96,11715.34,conventional,2018,GrandRapids
2018-01-28,2419.64,52.42,580.64,0,1786.58,294.66,1490.43,1.49,organic,2018,Boise
2018-02-04,11077.99,1053.22,25.24,0,9999.53,9999.53,0,0,organic,2018,Pittsburgh
2018-02-04,41615.66,1201.51,7408.22,85.69,32920.24,32904.68,15.56,0,organic,2018,BaltimoreWashington
2018-03-18,777300.99,215279.75,435108.21,2698.44,124214.59,119694.95,92.29,4427.35,conventional,2018,SanFrancisco
2018-02-11,128955.64,20164.54,3290.73,0,105500.37,93391.83,12108.54,0,organic,2018,SouthCentral
2018-02-18,4747.13,271.98,1421.43,0,3053.72,1301.83,1751.89,0,organic,2018,Spokane
2018-01-21,12458.09,521.57,3808.38,90.71,8037.43,6246.99,1790.44,0,organic,2018,RichmondNorfolk
2018-02-18,468075.23,92450.89,135317,639.03,239668.31,148877.37,90182.78,608.16,conventional,2018,Seattle
2018-01-21,231285.04,137389.34,14033.79,444.84,79417.07,34372.62,44668.89,375.56,conventional,2018,Jacksonville
2018-03-11,7149.27,605.53,123.61,0,6420.13,6237.77,182.36,0,organic,2018,NewOrleansMobile
2018-03-25,38203.98,241.71,425.31,0,37536.96,25743.24,11793.72,0,organic,2018,BuffaloRochester
2018-01-14,20636.96,750.22,3266.56,0,16598.98,15422.79,1176.19,0,organic,2018,Detroit
2018-03-11,888615.09,603091.72,74717.78,2009.9,208795.69,97893.87,110561.82,340,conventional,2018,MiamiFtLauderdale
2018-02-04,16458.72,3746.88,496.84,23.49,12191.51,12101.76,89.75,0,organic,2018,Denver
2018-02-04,909127.6,189717.79,289707.88,853.2,428848.73,115360.8,312387.51,1100.42,conventional,2018,Seattle
2018-03-25,17340.49,295.16,3478.97,81.25,13485.11,12149.49,1335.62,0,organic,2018,RichmondNorfolk
2018-01-14,243959.31,5573.56,58518.98,0,179739.93,130909.33,48830.6,0,organic,2018,GreatLakes
2018-01-28,299069.36,101247.63,112796.55,129.6,84895.58,84111.58,447.33,336.67,conventional,2018,HarrisburgScranton
2018-02-25,115509.8,2796.03,20114.88,105.74,92493.15,85039.04,7454.11,0,organic,2018,Southeast
2018-01-28,8245.33,258.61,212.78,0,7773.94,7341.1,432.84,0,organic,2018,NewOrleansMobile
2018-03-18,119045.04,49145.38,6654.76,7737.62,55507.28,20536.92,34626.8,343.56,conventional,2018,Boise
2018-03-11,514742.18,96728.68,134993.6,920.6,282099.3,165320.5,116481.78,297.02,conventional,2018,Seattle
2018-03-11,117108.97,26859.44,26636.99,263.3,63349.24,46121.81,16452.99,774.44,conventional,2018,Louisville
2018-03-11,3447.36,98.9,926.28,0,2422.18,664.03,1758.15,0,organic,2018,Boise
2018-02-25,895671.55,431217.01,171532.79,10590.75,282331,125973.31,147040.26,9317.43,conventional,2018,WestTexNewMexico
2018-02-11,900558.38,112222.95,545365.67,4700.52,238269.24,233808.41,4287.5,173.33,conventional,2018,BaltimoreWashington
2018-03-25,7250.69,43.77,1759.47,0,5447.45,4834.97,612.48,0,organic,2018,Nashville
2018-01-21,7557.32,127.92,285.41,0,7143.99,7143.99,0,0,organic,2018,MiamiFtLauderdale
2018-03-11,788107.23,159389.01,205340.23,16598.6,406779.39,156327.39,250452,0,conventional,2018,Denver
2018-01-21,32722.61,7335.69,43.11,0,25343.81,25100.48,243.33,0,organic,2018,Houston
2018-02-04,819224.3,62044.22,467927.8,645.87,288606.41,254149.59,33540.82,916,conventional,2018,Philadelphia
2018-03-18,32634.06,723.66,8582.89,0,23327.51,11776.03,11551.48,0,organic,2018,Columbus
2018-03-11,8380.75,168.6,2237.27,0,5974.88,5479.54,495.34,0,organic,2018,Roanoke
2018-03-11,7949.82,71.89,283.8,0,7594.13,7573.34,20.79,0,organic,2018,MiamiFtLauderdale
2018-01-07,169476.04,2865.76,75494.46,45133.04,45982.78,29085.45,3455.76,13441.57,conventional,2018,GrandRapids
2018-01-21,345436.84,125847.54,136876.39,168.16,82544.75,79398.89,3142.53,3.33,conventional,2018,HarrisburgScranton
2018-03-04,594551.6,272245.24,37136.05,1763.52,283406.79,178019.66,103016.02,2371.11,conventional,2018,Atlanta
2018-01-14,10424.33,977,1620.14,0,7827.19,7350.79,476.4,0,organic,2018,Columbus
2018-03-11,30476.66,8.51,2114.28,0,28353.87,22732.95,5620.92,0,organic,2018,Boston
2018-01-07,303963.18,167628.98,10026.09,409.67,125898.44,108075.96,16240.96,1581.52,conventional,2018,Nashville
2018-03-18,855251.17,457635.79,137597.04,8422.08,251596.26,151191.85,98535.6,1868.81,conventional,2018,WestTexNewMexico
2018-03-25,5518.73,171.22,806.65,3.93,4536.93,2944.89,1592.04,0,organic,2018,Jacksonville
2018-03-18,31122.09,5570.59,1317.02,0,24234.48,22630.41,1604.07,0,organic,2018,DallasFtWorth
2018-01-07,408203.49,22384.92,239185.79,407.29,146225.49,114764.69,31460.8,0,conventional,2018,Philadelphia
2018-01-14,2130.13,51.93,802.89,0,1275.31,350.29,925.02,0,organic,2018,Boise
2018-03-11,80611.01,28399.47,2279.82,12280.5,37651.22,28668.38,8931.77,51.07,conventional,2018,Boise
2018-03-04,243867.72,117403.93,10736.39,403.16,115324.24,82516.9,30595.68,2211.66,conventional,2018,Nashville
2018-03-04,3061.66,395.14,89.31,0,2577.21,721.5,1855.71,0,organic,2018,Syracuse
2018-01-07,11148.12,842.57,815.93,0,9489.62,7538.34,1951.28,0,organic,2018,StLouis
2018-03-18,16296.42,135.34,4345.05,111.34,11704.69,10661.48,1043.21,0,organic,2018,SouthCarolina
2018-03-25,450658.34,205952.19,73267.19,4313.11,167125.85,132488.4,31527.74,3109.71,conventional,2018,SouthCarolina
2018-01-14,7238.04,106.98,496.61,0,6634.45,6634.45,0,0,organic,2018,Tampa
2018-03-18,198246.71,73389.94,22422.63,2599.53,99834.61,36169,63248.94,416.67,conventional,2018,Pittsburgh
2018-02-18,9673.24,138.51,772.24,0,8762.49,7794.44,968.05,0,organic,2018,MiamiFtLauderdale
2018-01-28,5704.39,160.85,1076.66,6.49,4460.39,1776.66,2683.73,0,organic,2018,Jacksonville
2018-03-04,10713.61,283.05,1481.74,0,8706.42,6217,2489.42,0,organic,2018,Indianapolis
2018-01-14,79367.52,3452.94,45825.51,72.86,30016.21,14827.72,15188.49,0,conventional,2018,Syracuse
2018-01-28,348153.29,70883.01,109999.79,5322.27,161948.22,82587.72,78955.87,404.63,conventional,2018,LasVegas
2018-01-14,25628.61,5179.65,577.3,0,19871.66,16878.39,2993.27,0,organic,2018,DallasFtWorth
2018-01-07,7370.53,42.17,400.58,0,6927.78,6921.12,6.66,0,organic,2018,Tampa
2018-02-04,10323174.59,4772921.95,1623613.82,38521.35,3888117.47,3351508.25,508738.57,27870.65,conventional,2018,SouthCentral
2018-01-28,26854.2,10288.17,114.77,0,16451.26,16394.59,56.67,0,organic,2018,Houston
2018-01-14,66149.27,1264.25,10025.87,105.72,54753.43,54746.77,6.66,0,organic,2018,BaltimoreWashington
2018-03-04,10599.98,361.71,1244.48,0,8993.79,7341.04,1652.75,0,organic,2018,Orlando
2018-03-11,2570.52,131.67,229.56,0,2209.29,2209.29,0,0,organic,2018,Albany
2018-02-18,443312.68,67616.46,233345.32,236.22,142114.68,117913.98,22366.81,1833.89,conventional,2018,Philadelphia
2018-02-18,538448.01,229255.93,30082.73,1325.82,277783.53,198897.13,76224.45,2661.95,conventional,2018,Atlanta
2018-02-04,21055.52,322.53,300.03,6.03,20426.93,20329.15,97.78,0,organic,2018,HarrisburgScranton
2018-01-07,20151.24,10165.34,8042.56,0,1943.34,1943.34,0,0,organic,2018,SanFrancisco
2018-01-21,22101.1,4,664.79,0,21432.31,21432.31,0,0,organic,2018,NorthernNewEngland
2018-02-11,3323882.38,1497227.27,412653.41,79663.02,1334338.68,1271672.84,20164.55,42501.29,conventional,2018,LosAngeles
2018-01-07,30428.43,9238.55,61.24,0,21128.64,20778.64,350,0,organic,2018,Houston
2018-02-25,416950.05,255777.62,26833.71,1404.42,132934.3,93328.68,39425.62,180,conventional,2018,Orlando
2018-02-11,18050.24,365.59,2906.21,44.28,14734.16,13970.51,763.65,0,organic,2018,RichmondNorfolk
2018-02-25,1657524.28,855570.87,147837.21,3976.08,650140.12,544537,105365.34,237.78,conventional,2018,Houston
2018-02-25,4525386.69,413430.69,2459409.32,7486.34,1645060.34,1357273.92,275551.97,12234.45,conventional,2018,Northeast
2018-02-18,80833.06,39772.8,2363.06,8575.65,30121.55,21029.36,9032.9,59.29,conventional,2018,Boise
2018-03-18,28721.72,932.06,10505.06,0,17284.6,8746,8538.6,0,organic,2018,CincinnatiDayton
2018-01-21,474554.55,8065.55,407711.57,175.38,58602.05,56135.81,2459.57,6.67,conventional,2018,HartfordSpringfield
2018-03-18,189434.04,44234.93,80052.02,53.56,65093.53,64851.08,242.45,0,organic,2018,NewYork
2018-01-28,4199974.24,2420770.45,355406.02,16642.51,1407155.26,901796.49,485922.1,19436.67,conventional,2018,Southeast
2018-01-14,182389.99,105265.46,11039.81,332.17,65752.55,30382.8,34981.97,387.78,conventional,2018,Jacksonville
2018-01-28,486679.98,80881.12,152913.11,16678.38,236207.37,142712.01,92874.02,621.34,conventional,2018,Portland
2018-01-14,290571.66,170097.6,22912.24,2542,95019.82,76659.09,17342.95,1017.78,conventional,2018,NewOrleansMobile
2018-01-21,8977.97,613.65,1852.11,0,6512.21,4083.63,2428.58,0,organic,2018,Columbus
2018-02-25,194729.14,103082.9,11763.72,428.58,79453.94,43722.7,35617.91,113.33,conventional,2018,Jacksonville
2018-01-28,13137.18,1259.41,10.08,0,11867.69,11867.69,0,0,organic,2018,Pittsburgh
2018-03-25,9010588.32,3999735.71,966589.5,30130.82,4014132.29,3398569.92,546409.74,69152.63,conventional,2018,SouthCentral
2018-01-14,14448.86,122.85,4410.11,0,9915.9,9911.02,4.88,0,organic,2018,HartfordSpringfield
2018-03-25,986038.75,108250.52,591934.75,4205.03,281648.45,277508.08,2777.04,1363.33,conventional,2018,BaltimoreWashington
2018-02-11,289527.53,174271.9,18425.78,1971,94858.85,82271.42,12267.43,320,conventional,2018,NewOrleansMobile
2018-02-04,8713.26,2722.6,4194,0,1796.66,1796.66,0,0,organic,2018,Sacramento
2018-02-04,28070.07,13610.05,12257.81,0,2202.21,2202.21,0,0,organic,2018,SanFrancisco
2018-01-14,189671.57,35632,58767.29,184.49,95087.79,62260.15,32827.64,0,conventional,2018,Roanoke
2018-02-25,105545.72,1285.8,23264.24,41.54,80954.14,2511.78,78344.09,98.27,organic,2018,Seattle
2018-02-04,7764.86,126.5,542.34,0,7096.02,7081.87,14.15,0,organic,2018,Orlando
2018-03-04,443651.36,37703.03,231605.34,335.17,174007.82,151599.08,20573.19,1835.55,conventional,2018,Philadelphia
2018-03-11,25741.84,10368.17,10850.44,0,4523.23,4523.23,0,0,organic,2018,SanFrancisco
2018-01-21,18554.97,349.05,3967.66,0,14238.26,6204.43,8033.83,0,organic,2018,Atlanta
2018-01-21,591211.37,160917.18,362263.89,1136.97,66893.33,60172.16,1674.44,5046.73,conventional,2018,Sacramento
2018-03-11,8115.07,101.14,392.38,0,7621.55,7494.08,127.47,0,organic,2018,Tampa
2018-01-07,1390616.83,658828.73,171364.98,3656.03,556767.09,446637.02,110130.07,0,conventional,2018,Houston
2018-03-25,10028.49,138.15,773.22,0,9117.12,8208.82,908.3,0,organic,2018,Tampa
2018-03-11,29514.08,4358.87,4695.61,0,20459.6,20459.6,0,0,organic,2018,Philadelphia
2018-01-28,15001.51,422.41,3934.4,93.87,10550.83,9656.85,893.98,0,organic,2018,RichmondNorfolk
2018-01-14,102537.95,25067.66,30621.77,483.2,46365.32,22425.95,23850.96,88.41,conventional,2018,Spokane
2018-03-11,185174.55,18057.75,83259.03,57.09,83800.68,41026.82,41959.42,814.44,conventional,2018,BuffaloRochester
2018-02-25,373167.22,221362.46,38254.71,2432,111118.05,97659.22,13202.16,256.67,conventional,2018,NewOrleansMobile
2018-03-25,429132.5,258217.83,25970.97,1426.07,143517.63,90870.28,52357.35,290,conventional,2018,Orlando
2018-02-11,22495.69,0,176.23,0,22319.46,22319.46,0,0,organic,2018,NorthernNewEngland
2018-02-11,9399.33,1244.97,1641.29,0,6513.07,6503.74,9.33,0,organic,2018,LasVegas
2018-03-18,234236.46,125894.69,13198.7,449.65,94693.42,38854.51,55768.91,70,conventional,2018,Jacksonville
2018-02-18,230083.5,96889.96,9241.74,323.04,123628.76,84042.09,37977.78,1608.89,conventional,2018,Nashville
2018-01-21,3159.8,92.12,73.17,0,2994.51,2117.69,876.82,0,organic,2018,Syracuse
2018-01-07,256757.6,112638.98,32262.19,4167.93,107688.5,89971.36,17360.9,356.24,conventional,2018,Columbus
2018-01-07,8893.44,258.7,1976.19,0,6658.55,6089.92,568.63,0,organic,2018,Roanoke
2018-02-11,101110.96,1318.39,31821.41,175.52,67795.64,4818.28,62844.86,132.5,organic,2018,Seattle
2018-03-11,546435.55,151094.92,271726.6,862.4,122751.63,115769.46,1627.32,5354.85,conventional,2018,Sacramento
2018-03-04,156527.16,1999.5,37762.97,24.38,116740.31,2489.87,114116.48,133.96,organic,2018,Seattle
2018-03-04,5305.01,461.71,2076.61,0,2766.69,755.97,2010.72,0,organic,2018,Spokane
2018-03-11,228663.46,68597.75,43277.55,205.1,116583.06,100506.78,15642.94,433.34,conventional,2018,Roanoke
2018-02-04,17074.83,2046.96,1529.2,0,13498.67,13066.82,431.85,0,organic,2018,WestTexNewMexico
2018-01-21,2653023.23,1230413.83,364552.16,82843.86,975213.38,918833.2,16789.91,39590.27,conventional,2018,LosAngeles
2018-01-14,1117376.99,193892.28,785766.05,2860.37,134858.29,130904.76,944.69,3008.84,conventional,2018,SanFrancisco
2018-01-28,1433095.36,781164.88,187033.59,5596.69,459300.2,378776.69,80095.8,427.71,conventional,2018,DallasFtWorth
2018-03-11,482065.76,217013.42,79944.64,4374.67,180733.03,141288.83,36165.79,3278.41,conventional,2018,SouthCarolina
2018-02-18,121002.8,32928.15,18278.91,1037.34,68758.4,40103.96,28647.77,6.67,conventional,2018,Pittsburgh
2018-02-25,3029956.79,1191842.89,462947.54,74821.65,1300344.71,1220997.59,30525.57,48821.55,conventional,2018,LosAngeles
2018-02-11,8467.46,40.73,486.03,0,7940.7,7499.96,440.74,0,organic,2018,Tampa
2018-02-18,25380.68,4546.52,787.2,0,20046.96,19653.07,393.89,0,organic,2018,DallasFtWorth
2018-02-04,100274.88,12267.41,21472.21,0,66535.26,66486.1,49.16,0,organic,2018,LosAngeles
2018-01-14,2808.84,44.77,587.12,5.12,2171.83,2171.83,0,0,organic,2018,Jacksonville
